price,address,property_type,bedrooms,bathrooms,size_square_meters,latitude,longitude,borough,Price_per_square_meter
675000.0,"Beethoven Street, London, W10",Flat,2.0,1.0,71.0,51.5312808,-0.2085137,Brent,9507.042253521127
675000.0,"Cecil Avenue, Wembley, HA9",End of Terrace,3.0,2.0,113.0,51.5536658,-0.2896374,Brent,5973.451327433629
670000.0,"Shelley Road, Harlesden, London",Town House,4.0,1.0,105.0,51.5383306,-0.2597881,Brent,6380.952380952381
665000.0,"Albert Road, Queen's Park, London, NW6",Flat,2.0,1.0,89.0,51.5340029,-0.201403,Brent,7471.91011235955
650000.0,"Willesden Lane, Brondesbury, NW6",Duplex,3.0,2.0,117.0,51.5474633,-0.2243857,Brent,5555.555555555556
650000.0,"Yewfield Road, Willesden, London, NW10",Terraced,3.0,1.0,95.0,51.5467642,-0.2465043,Brent,6842.105263157895
650000.0,"Sidmouth Road, Brondesbury Park, London",Flat,4.0,1.0,124.0,51.5463782,-0.2213116,Brent,5241.935483870968
640000.0,"Wrottesley Road, London, NW10",Flat,3.0,1.0,88.0,51.5325544,-0.2335954,Brent,7272.727272727273
625000.0,"Brenthurst Road, Willesden, London, NW10",Terraced,3.0,2.0,125.0,51.5500793,-0.2443748,Brent,5000.0
625000.0,"Foxlees, Sudbury, Wembley, HA0",Semi-Detached,3.0,2.0,87.0,51.5597638,-0.3222765,Brent,7183.908045977011
625000.0,"Donnington Road, Willesden, London, NW10",Flat,2.0,1.0,79.0,51.5419561,-0.233411,Brent,7911.392405063291
620000.0,"North End Road, HA9, Wembley Park, WEMBLEY, HA9",Flat,2.0,2.0,83.0,51.560766,-0.2730859,Brent,7469.879518072289
615000.0,"North End Road, Wembley Park, WEMBLEY, HA9",Flat,2.0,2.0,73.0,51.5602805,-0.2724132,Brent,8424.657534246575
605000.0,"Staverton Road, London, NW2",Flat,2.0,1.0,61.0,51.5450118,-0.2262153,Brent,9918.032786885246
600000.0,"Olympic Way, Wembley, Middlesex, HA9",Flat,2.0,2.0,72.0,51.560747,-0.2796724,Brent,8333.333333333334
600000.0,"Park House, Manor Park Road",Apartment,3.0,3.0,90.0,53.1806634,-0.0946105,Brent,6666.666666666667
600000.0,"Deacon Road, Dollis Hill, London, NW2",Maisonette,3.0,2.0,98.0,51.5506408,-0.2374396,Brent,6122.448979591837
600000.0,"London Road, Wembley, Middlesex, HA9",Terraced,6.0,2.0,174.0,51.5510357,-0.2936599,Brent,3448.2758620689656
600000.0,"Lantern Close, Wembley, HA0",House,3.0,1.0,100.0,51.5537441,-0.3027849,Brent,6000.0
600000.0,"Palermo Road, London",Flat,2.0,1.0,77.0,51.533388,-0.2339571,Brent,7792.207792207792
600000.0,"Clement Close, Brondesbury Park, London, NW6",Terraced,2.0,2.0,102.0,51.5423993,-0.2209401,Brent,5882.35294117647
600000.0,"Wendover Road, London",Flat,3.0,3.0,101.0,51.4621992,0.0394407,Brent,5940.59405940594
600000.0,"Carlyon Road, Alperton, Wembley, HA0",Semi-Detached,3.0,1.0,79.0,51.5377079,-0.2967292,Brent,7594.93670886076
600000.0,"Draycott Avenue, Kenton, Harrow, HA3",Flat,3.0,2.0,110.0,51.5819902,-0.3144661,Brent,5454.545454545455
600000.0,"Village Way, London, Greater London, NW10 0LL",Terraced,4.0,2.0,106.0,51.453084,-0.0916533,Brent,5660.377358490566
600000.0,"Oxford Road, Kilburn, London, NW6",Flat,2.0,1.0,60.0,51.5353839,-0.1920841,Brent,10000.0
599950.0,"Harrow Road, Kensal Green W10",Flat,2.0,1.0,77.0,51.5237717,-0.1999089,Brent,7791.558441558442
599950.0,"Bathurst Gardens, Kensal Rise, London",Flat,2.0,1.0,68.0,51.5338494,-0.2261115962256513,Brent,8822.79411764706
599950.0,"Willesden Lane, Willesden",Ground Flat,2.0,1.0,86.0,51.5474633,-0.2243857,Brent,6976.162790697675
585000.0,"Harlesden Road, Willesden, London, NW10",Flat,2.0,1.0,72.0,51.5452704,-0.2336111,Brent,8125.0
575000.0,"Brondesbury Park, Brondesbury Park, London, NW2",Flat,2.0,2.0,93.0,51.5405138,-0.2103359,Brent,6182.795698924731
575000.0,"Cedar Lodge, Exeter Road,  London NW2, NW2",Flat,2.0,2.0,80.0,51.5474271,-0.2056810643700788,Brent,7187.5
575000.0,"Brondesbury Park, Brondesbury Park, London, NW6",Flat,2.0,2.0,81.0,51.5405138,-0.2103359,Brent,7098.765432098766
575000.0,"Howard Road, Cricklewood, NW2",Apartment,3.0,2.0,97.0,51.5561271,-0.2166753,Brent,5927.835051546392
570000.0,"Prout Grove, Neasden, London, NW10",Flat,2.0,2.0,98.0,51.5560247,-0.2500707,Brent,5816.326530612245
565000.0,"Brondesbury Road, Kilburn, London, NW6",Flat,3.0,1.0,72.0,51.5376703,-0.1931941,Brent,7847.222222222223
560000.0,"Chamberlayne Avenue, Wembley",Town House,3.0,3.0,111.0,51.5656895,-0.2961435,Brent,5045.045045045045
600000.0,"Lantern Close, Wembley, HA0",House,3.0,1.0,100.0,51.5537441,-0.3027849,Brent,6000.0
550000.0,"Churchill Road, London",Flat,2.0,1.0,72.0,51.5486235,-0.232379,Brent,7638.888888888889
550000.0,"Grove Park, Colindale, London, NW9",Flat,2.0,2.0,74.0,51.58910735,-0.2311031397133346,Brent,7432.432432432432
550000.0,"Bathurst Gardens, Kensal Rise, London",Flat,2.0,1.0,63.0,51.5338494,-0.2261115962256513,Brent,8730.15873015873
550000.0,"Teignmouth Road, London, NW2",Flat,2.0,1.0,63.0,51.5501113,-0.2143516,Brent,8730.15873015873
550000.0,"Warwick Lodge, West Hampstead, London, NW2",Flat,3.0,1.0,84.0,51.5506092,-0.2073297392038756,Brent,6547.619047619048
550000.0,"Cavendish Road, London, NW6",Apartment,2.0,1.0,63.0,51.4528675,-0.1429838,Brent,8730.15873015873
550000.0,"Odessa Road, London, NW10",Flat,3.0,1.0,85.0,51.555337,0.0147904,Brent,6470.588235294118
550000.0,"Teignmouth Road, NW2, Mapesbury Estate, London, NW2",Flat,2.0,2.0,63.0,51.5497397,-0.2125391,Brent,8730.15873015873
425000.0,"Honeywood Road, Harlesden, London, NW10",Flat,2.0,1.0,56.0,51.5338443,-0.2461054,Brent,7589.285714285715
549950.0,"Harlesden Road, London, NW10",Apartment,3.0,2.0,99.0,51.5441629,-0.2358059,Brent,5555.050505050505
545000.0,"Coverdale Road, Brondesbury, London, NW2",Flat,2.0,2.0,78.0,51.5457472,-0.2127606,Brent,6987.179487179487
540000.0,"Wembley Park, Wembley ",Apartment,2.0,2.0,64.0,51.5636297,-0.2800532,Brent,8437.5
535000.0,"Willesden Lane, Willesden Green, London, NW2",Flat,2.0,2.0,66.0,51.5473983,-0.2242407,Brent,8106.060606060606
535000.0,"Conduit Way, London",Terraced,3.0,1.0,78.0,51.5444527,-0.2706188,Brent,6858.974358974359
530000.0,"Beresford Avenue, London, HA0",Apartment,2.0,2.0,76.0,51.5412865,-0.2837148,Brent,6973.684210526316
525000.0,"Chatsworth Road, Brondesbury Park, London, NW2",Flat,2.0,1.0,61.0,51.5481695,-0.2200398,Brent,8606.557377049181
525000.0,"North Circular Road, Neasden, London, NW2",Terraced,3.0,2.0,119.0,51.5550239,-0.25216985,Brent,4411.764705882353
525000.0,"Kilburn Lane, Queen's Park, London, W10",Flat,2.0,1.0,72.0,51.532955,-0.2034127,Brent,7291.666666666667
2750000.0,"Westleigh Drive, Bromley, BR1",Detached,7.0,6.0,616.0,51.4074177,0.0442037,Bromley,4464.285714285715
2250000.0,"Hawkwood Lane, Chislehurst, Kent",Detached,4.0,5.0,226.0,51.4067557,0.0716922,Bromley,9955.75221238938
1950000.0,"Elmers End Road, London",House,6.0,3.0,340.0,51.40855,-0.0594731,Bromley,5735.294117647059
1650000.0,"Oakhill Road, Beckenham, BR3 6NQ",Semi-Detached,6.0,2.0,211.0,51.4045699,-0.0159649,Bromley,7819.905213270142
1650000.0,"Alexandra Crescent,  Bromley, BR1",Detached,6.0,6.0,279.0,51.4201181,0.0084579,Bromley,5913.978494623656
1600000.0,"Kinnaird Avenue, Bromley, BR1",Detached,5.0,3.0,324.0,51.4161759,0.0097941,Bromley,4938.271604938272
1500000.0,"Widmore Road, Bromley, BR1",Detached,4.0,3.0,185.0,51.4053315,0.0355685,Bromley,8108.108108108108
1450000.0,"Ashfield Lane, Chislehurst, Kent, BR7",Semi-Detached,4.0,2.0,214.0,51.4145509,0.0783037,Bromley,6775.70093457944
1400000.0,"South Eden Park Road, Beckenham, London, BR3",Detached,4.0,3.0,205.0,51.3936234,-0.0232521,Bromley,6829.268292682927
1275000.0,"Keston, Kent",Semi-Detached,4.0,3.0,301.0,51.3556215,1.4372417578654075,Bromley,4235.880398671096
1250000.0,"Bishops Avenue, Bromley, Kent",Semi-Detached,6.0,3.0,204.0,51.4020769,0.0284036,Bromley,6127.450980392156
1250000.0,"Stratford House Avenue, Bickley",Detached,4.0,3.0,185.0,51.4004338,0.0455684,Bromley,6756.756756756757
1150000.0,"College Road, Bromley, BR1",Detached,6.0,3.0,291.0,51.4111236,0.0144039,Bromley,3951.890034364261
1120000.0,"Cromwell Avenue, Bromley, BR2",Detached,4.0,2.0,183.0,51.3978889,0.018737,Bromley,6120.218579234973
1100000.0,"Tudor Way, Petts Wood, BR5",Semi-Detached,5.0,3.0,229.0,51.3886523,0.0786346,Bromley,4803.493449781659
1000000.0,"Whitmore Road, Beckenham, BR3",Semi-Detached,4.0,2.0,171.0,51.4015954,-0.0322774,Bromley,5847.953216374269
1000000.0,"Southborough Road, Bromley",Detached,5.0,4.0,448.0,51.3934565,0.0451178,Bromley,2232.1428571428573
925000.0,"Wiverton Road, London, SE26",Terraced,4.0,2.0,149.0,51.4201609,-0.0543005,Bromley,6208.053691275168
900000.0,"Hayes Street, Hayes, Bromley, BR2",Semi-Detached,5.0,3.0,179.0,51.3789703,0.0179709,Bromley,5027.932960893855
900000.0,"Great Elms Road, Bromley",Semi-Detached,4.0,2.0,166.0,51.3958292,0.0298372,Bromley,5421.686746987952
900000.0,"Blackness Lane, Keston",Detached,4.0,3.0,255.0,51.3483945,0.0310485,Bromley,3529.4117647058824
875000.0,"South Hill Road, Bromley, BR2",Flat,3.0,2.0,167.0,51.3978104,-0.000309,Bromley,5239.520958083833
875000.0,"Albyfield, Bickley",Terraced,5.0,2.0,167.0,51.3979994,0.0530308,Bromley,5239.520958083833
850000.0,"Albemarle Road, Beckenham, BR3",End of Terrace,3.0,3.0,139.0,51.4101943,-0.0243476,Bromley,6115.107913669065
845000.0,"Pickhurst Lane, West Wickham",Detached,4.0,1.0,116.0,51.3875684,0.0020147,Bromley,7284.482758620689
800000.0,"Princes Plain, Bromley, BR2",Detached,4.0,1.0,137.0,51.3785826,0.0461161,Bromley,5839.41605839416
750000.0,"Pickhurst Park, Bromley",Detached,4.0,2.0,113.0,51.3893902,0.00536,Bromley,6637.168141592921
750000.0,"Lovibonds Avenue, Locksbottom, Orpington",Detached Bungalow,4.0,2.0,139.0,51.3672522,0.0646878,Bromley,5395.6834532374105
725000.0,Oakley Drive Keston BR2,Semi-Detached,4.0,2.0,163.0,51.3699715,0.0414384,Bromley,4447.852760736197
700000.0,"Highbury Close, West Wickham",Semi-Detached,4.0,1.0,123.0,51.3734672,-0.0201399,Bromley,5691.056910569106
650000.0,"Chaffinch Road, Beckenham, BR3",Semi-Detached,3.0,1.0,87.0,51.4098454,-0.0383302,Bromley,7471.264367816092
635000.0,"Recreation Road, Bromley, Kent, BR2",Terraced,4.0,2.0,94.0,51.4065017,0.0047334,Bromley,6755.31914893617
625000.0,"Whitstable Close, Beckenham, BR3 4TZ",Terraced,3.0,2.0,106.0,51.409137,-0.034524,Bromley,5896.226415094339
625000.0,"Ridgeway Drive, Bromley, BR1",Semi-Detached,4.0,2.0,148.0,51.4253411,0.0247706,Bromley,4222.972972972973
625000.0,"Padua Road, Penge, London, SE20",Terraced,3.0,1.0,110.0,51.4119926,-0.057402,Bromley,5681.818181818182
600000.0,"Walden Avenue, Chislehurst",Semi-Detached,4.0,1.0,134.0,51.4248826,0.0555344,Bromley,4477.611940298508
17250000.0,"Cannon Lane, Hampstead, NW3",House,5.0,5.0,738.0,51.5603894,-0.1739411,Camden,23373.9837398374
15000000.0,"Inverforth House, London, NW3",House,5.0,5.0,768.0,51.5649059,-0.1810366958840036,Camden,19531.25
12500000.0,"Gloucester Gate, London, NW1",Terraced,5.0,5.0,462.0,51.5352196,-0.1479111,Camden,27056.277056277057
12000000.0,"Elsworthy Rise, Primrose Hill, NW3",House,17.0,10.0,678.0,51.5425342,-0.164493,Camden,17699.11504424779
11950000.0,"Inverforth House, Hampstead, NW3",Flat,4.0,4.0,505.0,51.5649059,-0.1810366958840036,Camden,23663.366336633662
11500000.0,"Frognal Gardens, Hampstead, London",Detached,8.0,5.0,525.0,51.5565827,-0.1817321,Camden,21904.761904761905
10950000.0,"St Katharine's Precinct, London, NW1",Terraced,4.0,3.0,429.0,51.5335844,-0.1471598,Camden,25524.475524475525
7750000.0,"NORTH END AVENUE, HAMPSTEAD, NW3",Semi-Detached,6.0,3.0,402.0,51.567167,-0.1811624,Camden,19278.60696517413
7250000.0,"Greville Road, Maida Vale, NW6",House,6.0,4.0,440.0,51.5356416,-0.1861757,Camden,16477.272727272728
7100000.0,"Wadham Gardens, Primrose Hill, NW3 3DN",Apartment,5.0,4.0,387.0,51.5408416,-0.1684246,Camden,18346.25322997416
6000000.0,"Elsworthy Road, Primrose Hill",House,8.0,5.0,402.0,51.5418311,-0.1631126,Camden,14925.373134328358
5000000.0,"Primrose Hill Road, Primrose Hill, London, NW3",Semi-Detached,7.0,4.0,403.0,51.5435261,-0.162565,Camden,12406.94789081886
4950000.0,"Templewood Avenue, Hampstead, London, NW3",Duplex,4.0,4.0,384.0,51.5601655,-0.1866628,Camden,12890.625
4650000.0,"Great Ormond Street, Bloomsbury, WC1",Terraced,5.0,4.0,465.0,51.5221971,-0.1192621,Camden,10000.0
4650000.0,"Great Ormond Street, Bloomsbury, London, WC1N",Terraced,5.0,5.0,444.0,51.5221971,-0.1192621,Camden,10472.972972972972
4525000.0,"Avenue Road, St John's Wood, NW8",Flat,4.0,3.0,204.0,51.5350397,-0.1638425,Camden,22181.37254901961
4500000.0,"Chappell Lofts,  10 Belmont Street, Camden, NW1",Flat,3.0,3.0,283.0,51.5439127,-0.1505239811604296,Camden,15901.060070671378
3995000.0,"BELSIZE AVENUE, BELSIZE PARK, NW3",Maisonette,3.0,3.0,229.0,51.5500917,-0.1685033,Camden,17445.414847161574
3950000.0,"Chappell Lofts,  10 Belmont Street, Camden, NW1",Flat,3.0,3.0,269.0,51.5439127,-0.1505239811604296,Camden,14684.014869888477
3750000.0,"Adelaide Road, London, NW3",Town House,5.0,4.0,316.0,51.5418136,-0.1737728,Camden,11867.088607594937
3750000.0,"Adelaide Road, Primrose Hill, London, NW3",Semi-Detached,5.0,5.0,329.0,51.5439192,-0.1540148,Camden,11398.176291793314
3500000.0,"Chappell Lofts,  10 Belmont Street, Camden, NW1",Flat,2.0,2.0,186.0,51.5439127,-0.1505239811604296,Camden,18817.204301075268
3500000.0,"Stukeley Street, London WC2",Penthouse,2.0,2.0,191.0,51.5166282,-0.1224423,Camden,18324.607329842933
3200000.0,"Belmont Street, London, NW1",Apartment,2.0,2.0,183.0,51.5440366,-0.1508275,Camden,17486.33879781421
3100000.0,"Highgate West Hill, Highgate, London, N6",Terraced,5.0,2.0,268.0,51.5707593,-0.1509671015757034,Camden,11567.164179104477
3000000.0,"Mecklenburgh Square, London WC1",Flat,3.0,4.0,222.0,51.5253107,-0.1178813,Camden,13513.513513513511
2950000.0,"Menelik Road, West Hampstead, London, NW2",Semi-Detached,6.0,3.0,356.0,51.5549416,-0.2056048,Camden,8286.516853932584
2800000.0,"Kidderpore Avenue, Hampstead, London, NW3",Penthouse,3.0,3.0,156.0,51.5570711,-0.1927177,Camden,17948.71794871795
2800000.0,"Kidderpore Avenue, Hampstead, London nw3",Flat,3.0,3.0,168.0,51.5570711,-0.1927177,Camden,16666.666666666668
2795000.0,"Greville Road, London, NW6",Semi-Detached,4.0,4.0,241.0,51.5838488,-0.0044983,Camden,11597.510373443984
2795000.0,"Greville Road, 
Kilburn Park, NW6",Terraced,4.0,4.0,262.0,51.536463,-0.1888697,Camden,10667.93893129771
2695000.0,"Stukeley Street, Seven Dials WC2",Apartment,3.0,2.0,142.0,51.5166282,-0.1224423,Camden,18978.87323943662
2650000.0,"Oval Road, London, NW1",Town House,4.0,2.0,190.0,51.3772236,-0.0905338,Camden,13947.368421052632
2500000.0,"Heath Drive, Hampstead, London, NW3",Flat,4.0,2.0,213.0,51.5561876,-0.1904418,Camden,11737.089201877934
2500000.0,"Hawtrey Road, London, NW3",Town House,4.0,2.0,168.0,51.5422851,-0.1693842,Camden,14880.952380952382
2500000.0,"High Holborn, Bloomsbury",Flat,3.0,2.0,170.0,51.5161939,-0.1246623,Camden,14705.882352941177
2495000.0,"Betterton Street, Covent Garden",Flat,3.0,3.0,171.0,51.514609,-0.1242952976481727,Camden,14590.6432748538
2400000.0,"Regents Park Road, Primrose Hill, NW1",Flat,2.0,2.0,102.0,51.5418247,-0.1567022,Camden,23529.41176470588
2400000.0,"Kingsway, 
Covent Garden, WC2B",Flat,2.0,2.0,139.0,51.5142394,-0.1180419,Camden,17266.187050359713
2150000.0,"Belsize Park Mews, London",Mews,3.0,3.0,140.0,51.5491489,-0.1729272,Camden,15357.142857142857
2395000.0,"Marston Close, London, NW6",End of Terrace,5.0,3.0,184.0,51.543955,-0.1786413,Camden,13016.304347826086
2395000.0,"Belsize Grove, London",Penthouse,4.0,2.0,184.0,51.5490212,-0.1639205,Camden,13016.304347826086
2275000.0,"Garden Flat, South Hill Park, Hampstead Heath, NW3",Flat,3.0,3.0,192.0,51.3739966,-2.3739788500000003,Camden,11848.958333333334
2200000.0,"Marston Close, South Hampstead, London, NW6",House,5.0,2.0,171.0,51.543955,-0.1786413,Camden,12865.497076023392
1075000.0,"Huntley Street, Fitzrovia, WC1",Apartment,2.0,2.0,74.0,51.5220411,-0.1336894,Camden,14527.027027027028
2200000.0,"Belsize Park Gardens, London",Apartment,3.0,2.0,183.0,51.5455163,-0.1628557,Camden,12021.857923497268
2200000.0,"Ainger Road, Primrose Hill, London, NW3",Flat,3.0,3.0,177.0,51.5403307,-0.1597581,Camden,12429.378531073446
2150000.0,"Belsize Park Mews, London",Mews,3.0,3.0,140.0,51.5491489,-0.1729272,Camden,15357.142857142857
2150000.0,"Fitzjohn's Avenue, Hampstead, NW3",Apartment,3.0,3.0,123.0,51.5458994,-0.1757522,Camden,17479.674796747968
2100000.0,"Broadhurst Gardens, London, NW6",Apartment,3.0,3.0,177.0,51.5690621,-0.3959489636913867,Camden,11864.406779661016
2095000.0,"Ormonde Terrace, Primrose Hill, London, NW8",Flat,3.0,3.0,131.0,51.5363822,-0.1593933,Camden,15992.36641221374
2000000.0,"Marston Close, London, NW6",End of Terrace,6.0,4.0,186.0,51.543955,-0.1786413,Camden,10752.68817204301
2000000.0,"Redington Road, London, NW3",Apartment,3.0,3.0,159.0,51.5580186,-0.1877277,Camden,12578.616352201258
2000000.0,"Swiss Cottage, London, NW3",Apartment,3.0,3.0,145.0,51.543722,-0.174982,Camden,13793.103448275862
2000000.0,"Marston Close, Swiss Cottage, London, NW6",House,6.0,4.0,190.0,51.543955,-0.1786413,Camden,10526.315789473683
1999000.0,"Marston Close, Swiss Cottage",Town House,4.0,2.0,166.0,51.543955,-0.1786413,Camden,12042.168674698794
1990000.0,"Thurlow Road, Hampstead, NW3",Flat,3.0,2.0,173.0,51.5534725,-0.1732664,Camden,11502.890173410404
1990000.0,"Bartholomew Road, 
Kentish Town, NW5",Terraced,4.0,3.0,218.0,51.5457344,-0.1407974,Camden,9128.440366972478
1990000.0,"Bartholomew Road, Kentish Town, London, NW5",House,4.0,3.0,212.0,51.5457344,-0.1407974,Camden,9386.792452830188
1950000.0,"Rochester Square, London, NW1",Semi-Detached,3.0,2.0,170.0,51.5432506,-0.1357034,Camden,11470.588235294115
1900000.0,"Hampstead, London, NW3",Flat,3.0,2.0,152.0,51.55653,-0.1783011,Camden,12500.0
1900000.0,"Argyle Street, London, WC1H",Apartment,3.0,3.0,90.0,51.5296651,-0.1242194,Camden,21111.11111111111
1900000.0,"Brecknock Road, London, N7",Terraced,6.0,4.0,249.0,51.5491713,-0.129632,Camden,7630.522088353414
1850000.0,"Nassington Road, Hampstead, London, NW3",Flat,3.0,2.0,132.0,51.556564,-0.1607948,Camden,14015.151515151516
1850000.0,"Langland Gardens, Hampstead, London, NW3",Flat,5.0,4.0,228.0,51.5524585,-0.1849902,Camden,8114.035087719299
1800000.0,"Agincourt Road Hampstead, NW3",Terraced,5.0,5.0,154.0,51.554228,-0.1603049,Camden,11688.311688311687
1795000.0,"Belsize Mews, Hampstead, London, NW3",Mews,4.0,2.0,125.0,51.5493467,-0.1706437,Camden,14360.0
1750000.0,"Lancaster Drive, Belsize Park, London",Duplex,3.0,2.0,152.0,51.5458872,-0.1691899,Camden,11513.157894736842
1750000.0,"Belsize Park, Belsize Park, London, NW3",Flat,4.0,3.0,180.0,51.5479302,-0.171925,Camden,9722.222222222224
1750000.0,"Regents Park Road, London, NW1",Apartment,2.0,2.0,85.0,51.6009981,-0.194084,Camden,20588.235294117647
1680000.0,"Hornby Close, London, NW3",Town House,4.0,3.0,161.0,51.5430182,-0.170726,Camden,10434.782608695652
1650000.0,"Arlington Road, Camden Town, London, NW1",House,4.0,3.0,144.0,51.5397949,-0.1451393,Camden,11458.333333333334
1650000.0,"Benjamin House, London",Apartment,3.0,2.0,95.0,51.5365866,-0.1644879271212121,Camden,17368.42105263158
1650000.0,"Walsingham, St John's Wood, London, NW8",Apartment,3.0,2.0,127.0,51.53868815,-0.173364483707739,Camden,12992.125984251968
1600000.0,"Daleham Gardens, Hampstead NW3",Flat,3.0,2.0,140.0,51.5475885,-0.1741643,Camden,11428.57142857143
1597500.0,"Frognal Mansions, Frognal",Apartment,4.0,2.0,141.0,51.55726305,-0.1826642603647529,Camden,11329.787234042553
1590000.0,"Hornby Close, Swiss Cottage, London, NW3",Terraced,4.0,3.0,163.0,51.5430182,-0.170726,Camden,9754.601226993866
1590000.0,"Hornby Close, London, NW3",Town House,4.0,3.0,161.0,51.5430182,-0.170726,Camden,9875.776397515529
1590000.0,"Hornby Close, Swiss Cottage, NW3",Terraced,4.0,2.0,166.0,51.5430182,-0.170726,Camden,9578.313253012047
1575000.0,"Gloucester Avenue, Primrose Hill, London, NW1",Flat,3.0,2.0,125.0,51.5373669,-0.1474585,Camden,12600.0
1550000.0,"Haverstock Hill, London",Apartment,3.0,2.0,137.0,51.5448226,-0.1545891,Camden,11313.868613138686
1500000.0,"Dennington Park Road, London, NW6",Maisonette,3.0,2.0,132.0,51.55006,-0.1932191,Camden,11363.636363636364
1500000.0,"Fellows Road, London, NW3",Town House,5.0,4.0,160.0,51.5439649,-0.1675481,Camden,9375.0
1500000.0,"Whitfield Street, Fitzrovia, London, W1T",Flat,4.0,3.0,153.0,51.5226168,-0.1376073,Camden,9803.921568627453
1500000.0,"Parkhill Road, Belsize Park, London, NW3",Flat,3.0,2.0,129.0,51.5501684,-0.1585611,Camden,11627.906976744183
1495000.0,"Avenue Road, St John's Wood, NW8",Apartment,2.0,1.0,134.0,51.5350397,-0.1638425,Camden,11156.716417910447
1495000.0,"Akenside Road, London, NW3",Flat,3.0,2.0,119.0,51.5507379,-0.1741293,Camden,12563.025210084032
1450000.0,"Agar Place, Camden Town, NW1",Terraced,4.0,3.0,143.0,51.5420174,-0.1347742,Camden,10139.86013986014
1400000.0,"Oppidans Road, Primrose Hill, London, NW3",Maisonette,3.0,2.0,114.0,51.5416508,-0.1601859,Camden,12280.701754385966
1400000.0,"Gray's Inn Road, London WC1",Flat,3.0,2.0,101.0,51.5228101,-0.1142723,Camden,13861.38613861386
1400000.0,"Whitfield Street, Fitzrovia, London, W1T",Flat,2.0,2.0,84.0,51.5226168,-0.1376073,Camden,16666.666666666668
1400000.0,"Lyndhurst Road, Hampstead, London, NW3",Flat,4.0,2.0,113.0,51.5530752,-0.1709057,Camden,12389.38053097345
1399500.0,"Belsize Square, London",Apartment,2.0,1.0,111.0,51.5472187,-0.1692303,Camden,12608.108108108108
1380000.0,"Gray's Inn Road, 
St Pancras, WC1X",Flat,2.0,2.0,80.0,51.5305638,-0.1217656,Camden,17250.0
1350000.0,"Sheringham, Queensmead, St John's Wood Park, London, NW8",Apartment,2.0,2.0,126.0,51.53984835,-0.1731194501065166,Camden,10714.285714285714
1350000.0,"Sheringham, St. John's Wood, NW8",Flat,2.0,2.0,126.0,51.5209913,-0.1669715303409224,Camden,10714.285714285714
1310000.0,"Frognal Lane, Hampstead, London, NW3",Flat,3.0,2.0,106.0,51.5539981,-0.1851236,Camden,12358.490566037735
1300000.0,"Buckland Crescent, Belsize Park, NW3",Flat,3.0,2.0,88.0,51.5454986,-0.1732407,Camden,14772.727272727272
1300000.0,"Belsize Grove, Belsize Park, London, NW3",Flat,3.0,3.0,106.0,51.5490212,-0.1639205,Camden,12264.150943396226
1300000.0,"St. Johns Wood Park, London, NW8",Apartment,3.0,3.0,106.0,51.5958931,-0.0097262,Camden,12264.150943396226
1300000.0,"Buckland Crescent, Belsize Park, London, NW3",Flat,3.0,2.0,87.0,51.5454986,-0.1732407,Camden,14942.528735632184
1300000.0,"Buckland Crescent, Swiss Cottage, London, NW3",Apartment,3.0,2.0,86.0,51.5454986,-0.1732407,Camden,15116.279069767445
1295000.0,"2 Greville Road, London, NW6",Apartment,3.0,3.0,158.0,51.456162500000005,-0.2911017573529369,Camden,8196.20253164557
1275000.0,"Southampton Row, Bloomsbury",Flat,4.0,2.0,129.0,51.519594,-0.1218382,Camden,9883.720930232555
750000.0,"Fortune Green Road, West Hampstead",Flat,2.0,2.0,87.0,51.5575685,-0.1958525,Camden,8620.689655172413
1250000.0,"Heath Street, Hampstead, London, NW3",Maisonette,2.0,2.0,104.0,51.5614474,-0.1794837,Camden,12019.23076923077
1250000.0,"Guilford Street, London",Flat,2.0,2.0,89.0,51.5241472,-0.1168501,Camden,14044.943820224718
1250000.0,"Harmood Street, 
Chalk Farm, NW1",Terraced,4.0,2.0,106.0,51.5438784,-0.1472163,Camden,11792.452830188678
1250000.0,"Regency Lodge, Adelaide Road, London, NW3",Duplex,4.0,3.0,191.0,51.54209845,-0.174822604155424,Camden,6544.502617801048
1250000.0,"Adelaide Road, London",Apartment,3.0,2.0,102.0,51.5418136,-0.1737728,Camden,12254.901960784313
1200000.0,"Bedford Row, Bloomsbury, London, WC1R",Flat,3.0,2.0,72.0,51.5190555,-0.1151666,Camden,16666.666666666668
1200000.0,"Howitt Road, London",Apartment,2.0,1.0,89.0,51.5481317,-0.1661396,Camden,13483.14606741573
1200000.0,"Tavistock Place, Bloomsbury",Flat,2.0,1.0,79.0,51.5247305,-0.1278072,Camden,15189.87341772152
1200000.0,"Fairhazel Gardens, South Hampstead, NW6",House,3.0,2.0,81.0,51.5448785,-0.1835994,Camden,14814.814814814816
1200000.0,"Wedderburn Road, Hampstead, London",Flat,2.0,2.0,126.0,51.5512796,-0.172149,Camden,9523.809523809525
1175000.0,"Hatton Garden, Clerkenwell, EC1N",Apartment,3.0,2.0,120.0,51.5219762,-0.1089015,Camden,9791.666666666666
850000.0,"Priory Road, South Hampstead, London",Apartment,2.0,2.0,86.0,51.5401738,-0.1901783,Camden,9883.720930232555
1150000.0,"Camley Street, London, N1C",Apartment,2.0,1.0,60.0,51.5404064,-0.1317393,Camden,19166.666666666668
